"collar_info_name","collar_info_url","collar_info_rating_count"
"Dog No Bark Collar with Smart Detection Vibration and Harmless Shock- Rechargeable Anti Barking Device for Small Medium and Large Dog","https://www.amazon.com/Dog-Bark-Collar-Detection-Rechargeable/dp/B07VRJFG9T/ref=sr_1_11?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-11","2,745"
"Rechargeable NO Shock Bark Collar for Small Dogs and Medium- Anti Barking Dog Collars with Beep and Vibration, The Smartest No-Pain Correction with 2 Modes: Vibration and Strong Vibration Mode","https://www.amazon.com/Smart-Rechargeable-Humane-Bark-Collar/dp/B07YXR5379/ref=sr_1_12?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-12","938"
"Bark Collar 2 Pack [Upgraded] | Anti-Barking Collar | Smart Chip | Beeps/Vibration/Shock Mode | For Small Medium and Large Dogs All Breeds Over 6 Lbs","https://www.amazon.com/Collar-Upgraded-Anti-Barking-Vibration-Medium/dp/B07F8ZH3NJ/ref=sr_1_13?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-13","845"
"Dr.Trainer B1s Dog Bark Collar, Rechargeable Dog Barking Shock Collar with App Control, Smart Progressive Mode and Adjustable Sensitivity, Waterproof Anti Bark Collar for Small Medium Large Dogs","https://www.amazon.com/Dr-Trainer-Rechargeable-Progressive-Adjustable-Sensitivity/dp/B08GC7V6F4/ref=sr_1_14?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-14","843"
"AUGLEY Rechargeable Dog Bark Collar, IP67 Waterproof Smart Anti Barking Training Shock Collar with Progressive Beep and Vibration for Small Medium Large Dogs","https://www.amazon.com/Rechargeable-Waterproof-Training-Progressive-Vibration/dp/B0919SPSYS/ref=sr_1_15?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-15","225"
"SportDOG Brand 425X Remote Trainers - 500 Yard Range E-Collar with Static, Vibrate and Tone - Waterproof, Rechargeable","https://www.amazon.com/SportDOG-Brand-Family-Remote-Trainers/dp/B07DZBN74T/ref=sr_1_16?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-16","4,657"
"Whistle GPS + Health + Fitness - Ultimate Dog GPS Tracker Plus Dog Health & Fitness Monitor, Waterproof, Safe Place Escape Alerts, Built-in Night Light,Fits on Dog Collar, GO Explore, Grey","https://www.amazon.com/Whistle-Explore-Ultimate-Location-Tracker/dp/B07TC75S8X/ref=sr_1_17?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-17","2,888"
"Educator E-Collar Humane Dog Training Collar with Remote Features 100 Levels of Safe Stimulation, Tapping Sensation, Night Light, Waterproof, Rechargeable","https://www.amazon.com/Educator-Vibration-Sensation-Pavlovian-Stimulation/dp/B007RBDUTS/ref=sr_1_18?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-18","6,335"
"NBJU Bark Collar for Dogs,Rechargeable Anti Barking Training Collar with 7 Adjustable Sensitivity and Intensity Beep Vibration for Small Medium Large Dogs","https://www.amazon.com/NBJU-Rechargeable-Adjustable-Sensitivity-Intensity/dp/B08VJF76W6/ref=sr_1_19?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-19","14,007"
"PetSafe Remote Dog Training Collar – 100-300 Yards (300 - 900 Feet) – Choose Tone, Vibration, or 15 Lvls of Static Stimulation – Home & Yard Range Remote Trainer – Waterproof & Durable – Rechargeable","https://www.amazon.com/PetSafe-Rechargeable-Waterproof-Vibration-Stimulation/dp/B073WYL89X/ref=sr_1_20?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-20","728"
"PATPET Dog Shock Collar with Remote - 3 Safe Training Modes, Rechargeable Waterproof Dog Training Collar for Small Medium Large Dogs (8-120 lbs), 3000Ft Control Electric Bark Collar with Remote","https://www.amazon.com/PATPET-Dog-Shock-Collar-Remote/dp/B08GWW9Q9V/ref=sr_1_21?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-21","3,627"
"BOUSNIC Dog Shock Collar for 2 Dogs - (8-120lbs) Waterproof Rechargeable Electric Dog Training Collar with Remote for Small Medium Large Dogs with Beep Vibration Safe Shock Modes","https://www.amazon.com/Bousnic-Dog-Shock-Collar-Dogs/dp/B08KZZ81XB/ref=sr_1_22?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-22","3,736"
"SportDOG Brand Contain + Train System - In-Ground Fence Kit with Remote Trainer - Waterproof, Rechargeable Collar with Tone, Vibrate, and Shock - Expandable to Multiple Dogs - 100 Acre Capability","https://www.amazon.com/SportDOG-Brand-Contain-Collar-Ground/dp/B0756RXFWF/ref=sr_1_23?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-23","456"
"Dog Bark Collar, Anti Barking Collar with 5 Adjustable Levels, Harmless Shock, Beep Vibration, Smart Correction and LED Indicator-Reachargeable No Bark Collar for Small Medium Large Dogs,Waterproof","https://www.amazon.com/Adjustable-Vibration-Correction-Indicator-Reachargeable-Waterproof/dp/B09DK1X88G/ref=sr_1_24?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-24","2,150"
"Dogtra T&B Dual Dial Dog Remote Training and Beeper Collar - 1.5-Mile-Long Range, Sports Upland Hunting, Fully Waterproof, Rechargeable, Static, Locate - Includes PetsTEK Trainer Clicker","https://www.amazon.com/Dogtra-2-Dogs-Remote-Training-Beeper/dp/B081Y2V13Y/ref=sr_1_25?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-25","32"
"PetSafe Rechargeable Bark Collar, 15 Levels of Automatically Adjusting Static Correction - Waterproof - No Barking Device - Standard OR Little Dog Lite for Small, Medium, and Large Dogs over 8lb","https://www.amazon.com/PetSafe-Rechargeable-Automatically-Correction-Waterproof/dp/B073X474B9/ref=sr_1_26?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-26","566"
"SportDOG Brand TEK Series GPS Tracking Systems with E-Collar Option - Up to 10 Mile Range - Waterproof, Rechargeable Dog Location Device with Handheld","https://www.amazon.com/SportDOG-Brand-Tracking-Collar-System/dp/B074CQF37Q/ref=sr_1_27?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-27","80"
"PetSafe In-Ground Deluxe Ultralight Collar PUL-275 + 2 Free Batteries","https://www.amazon.com/PetSafe-UL-275-67D-Ground-Deluxe-Ultralight/dp/B00X8LGQM4/ref=sr_1_28?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-28","2,187"
"Educator - ET-300 / ET-302 Black - Ecollar Dog Training Collar with Remote Control - 1/2 Mile Range, Waterproof, Rechargeable, 100 Training Stimulation Levels, Vibration and Tone W/PetsTEK Clicker","https://www.amazon.com/Educator-300-Waterproof-Rechargeable-Stimulation/dp/B08NFDVWVF/ref=sr_1_29?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-29","391"
"Lutron Caseta Deluxe Smart Dimmer Switch (2 Count) Kit | Works with Alexa, Apple HomeKit, and the Google Assistant | P-BDG-PKG2W-A | White","https://www.amazon.com/Lutron-Wireless-Lighting-P-BDG-PKG2W-Assistant/dp/B01M3XJUAD/ref=sr_1_30?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-30","1,867"
"Dog Expedition TC1 Border Patrol GPS System and Remote Trainer, Black Finish","https://www.amazon.com/Dog-Expedition-TC1-Border-Trainer/dp/B007Q1XLPW/ref=sr_1_31?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-31","65"
"NVK Shock Collars for Dogs with Remote - Rechargeable Dog Training Collar with 3 Modes, Beep, Vibration and Shock, Waterproof Collar, 1600Ft Remote Range, Adjustable Shock Levels","https://www.amazon.com/NVK-Shock-Collars-Dogs-Remote/dp/B08P4DJDRJ/ref=sr_1_32?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-32","2,568"
"Dog Bark Collar, Rechargeable Anti Barking Training Collar, No Bark Collar 7 Adjustable Sensitivity and Intensity Levels for Small Medium Large Dogs","https://www.amazon.com/Nest-Rechargeable-Adjustable-Sensitivity-Intensity/dp/B0869HWG4F/ref=sr_1_33?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-33","530"
"Pet Tracker GPS Locater Dog Finder No Monthly Fee with Fence Alarm App Control Design Waterproof Dustproof Dog & Cat Smart Collar Device for Tracking Real time Activities Routes & Safety","https://www.amazon.com/Tracker-Waterproof-Dustproof-Tracking-Activities/dp/B093SRFS56/ref=sr_1_34?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-34","9"
"Garmin Astro 900 Dog Tracking Dog Collar, GPS Sporting Dog Tracking for Up to 20 Dogs, Dog Device Only","https://www.amazon.com/Garmin-Tracking-Collar-Sporting-Device/dp/B07GNZ24VD/ref=sr_1_35?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-35","37"
"Dogtra 1900S / 1902S Remote Training Collar - 3/4 Mile Range, Waterproof, Rechargeable, Vibration - Includes PetsTEK Dog Training Clicker","https://www.amazon.com/Dogtra-1902S-Remote-Training-Collar/dp/B07JLX4XLR/ref=sr_1_36?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-36","1,021"
"PetSafe Remote Training Collar – Lite Version for Small or Medium Dogs – Choose Tone, Vibration, or 15 Lvls of Stimulation – 100 to 600 Yard Ranges (300-1800 FT) – Waterproof & Durable – Rechargeable","https://www.amazon.com/PetSafe-Rechargeable-Waterproof-Vibration-Stimulation/dp/B073WYL89W/ref=sr_1_37?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-37","257"
"SportDOG Brand YardTrainer Family Remote Trainers- Rechargeable, Waterproof Dog Training Collars with Static, Vibration, and Tone","https://www.amazon.com/SportDOG-Brand-YardTrainer-Remote-Trainer/dp/B07DZC9CLJ/ref=sr_1_38?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-38","1,838"
"Petbank Rechargeable Bark Collar, Smart Color Screen Dog Bark Collar with 6 Adjustable Sensitivity, Vibration for Small Medium Large Dogs,IP68 Waterproof","https://www.amazon.com/Petbank-Rechargeable-Adjustable-Sensitivity-Waterproof/dp/B092VYTXQ1/ref=sr_1_39?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-39","36"
"Dog Training Collar with Remote, LUOYMBE Rechargeable Shock Collar 3 Safe Training Modes, Beep, Vibration and Shock, 2000ft Remote Range, IPX7 Waterproof Dog E-Collar for Small Medium Large Dogs","https://www.amazon.com/Training-LUOYMBE-Rechargeable-Vibration-Waterproof/dp/B09KN4C4N2/ref=sr_1_40?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-40","110"
"Dogtra 2700T&B / 2702T&B Remote Training and Beeper Collar - 1 Mile Range, Fully Waterproof, Rechargeable, Static Correction, Vibration - Includes PetsTEK Dog Training Clicker","https://www.amazon.com/Dogtra-Remote-Training-Beeper-Collar/dp/B07JM5T8P5/ref=sr_1_41?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-41","86"
"Dogtra Pathfinder Mini 4-Mile 21-Dog Expandable Waterproof Smartphone GPS Tracking & Training Mini E-Collar","https://www.amazon.com/Dogtra-Pathfinder-Expandable-Waterproof-Smartphone/dp/B07QYB4V67/ref=sr_1_42?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-42","55"
"Dogtra Pathfinder TRX Additional Receiver 9-Mile 21-Dog Expandable Waterproof Smartphone GPS-Only Tracking Collar with 2-Second Update Rate, No Subscription Fee, Free Satellite Map","https://www.amazon.com/Dogtra-Pathfinder-Only-Collar-Black/dp/B07568LWN6/ref=sr_1_43?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-43","2"
"Dog Training Collar, iSPECLE Rechargeable 2600ft Shock Collar for Dog with Remote Waterproof Training Collar for Dog with 4 Training Modes Vibration Shock Beep and LED Light for Medium Large Breed","https://www.amazon.com/iSPECLE-Waterproof-Rechargeable-Vibration-Electronic/dp/B075FPGQ47/ref=sr_1_44?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-44","1,511"
"Upgrade Smart Dog Bark Collar,Rechargeable Anti Barking Training Collar with 7 Adjustable Sensitivity , Intensity Beep Vibration for Small Medium Large Dogs 5-150 LB","https://www.amazon.com/Rechargeable-Adjustable-Sensitivity-Intensity-Vibration/dp/B09G325VGF/ref=sr_1_45?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-45","4"
"PetSafe PBC-102 Adjustable Waterproof Dog Bark Control Collar with Battery, One Size","https://www.amazon.com/PetSafe-PBC-102-Adjustable-Waterproof-Control/dp/B004JV6JTW/ref=sr_1_46?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-46","124"
"Dr.Trainer B1s Dog Bark Collar with APP Control, Waterproof Dog Training Collar, 3 Training Modes (Vibration/ Beep/ Shock Modes) Adjustable 0~99 Static Level Rechargeable Dog Barking Collar","https://www.amazon.com/Dr-Trainer-Waterproof-Vibration-Adjustable-Rechargeable/dp/B08HGRT72J/ref=sr_1_47?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-47","360"
"High Tech Pet MS-4 Microsonic Water Resistant Digital Transmitter Pet Collar","https://www.amazon.com/High-Tech-Pet-MS-4-Transmitter/dp/B00ALSYKNY/ref=sr_1_48?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245210&sprefix=smart+collar%2Caps%2C204&sr=8-48","1,158"
"Tractive Waterproof GPS Dog Tracker - Location & Activity, Unlimited Range & Works with Any Collar (White - Newest Model)","https://www.amazon.com/Tractive-LTE-GPS-Dog-Tracker/dp/B08M6H284G/ref=sr_1_49?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-49","5,656"
"SparklyPets Rechargeable Bark Collar 2 Pack – No Shock Bark Collar for Small Medium or Large Dogs – Dog Barking Collar with Smart Adjustable Vibrating Collar(Rechargeable Version)","https://www.amazon.com/SparklyPets-Rechargeable-Bark-Collar-Pack/dp/B08L6GHKS5/ref=sr_1_50?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-50","3,180"
"Educator K9 Handler Remote Dog Training Collar","https://www.amazon.com/Educator-K9-800-B37-Handler-Training/dp/B07DQ1NZ9V/ref=sr_1_51?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-51","129"
"PetSpy Dog Bark Collar Smart 2 Pack Training Kit with Shock Anti-Bark Collar for Stubborn Dogs and No Shock Dual Vibration Barking Control Device for Small Medium Large Breeds","https://www.amazon.com/PetSpy-Training-Anti-Bark-Stubborn-Vibration/dp/B08GM56LC4/ref=sr_1_52?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-52","224"
"Bousnic Shock Collar for Dogs - Waterproof Rechargeable Dog Electric Training Collar with Remote for Small Medium Large Dogs with Beep, Vibration, Safe Shock Modes (8-120 Lbs)","https://www.amazon.com/Bousnic-Shock-Collar-Dogs-Rechargeable/dp/B082FKYGNP/ref=sr_1_53?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-53","5,144"
"PET STANDARD RFA-67 Replacement Batteries Compatible with PetSafe Dog Collars (Pack of 10)","https://www.amazon.com/PET-STANDARD-Replacement-Batteries-PetSafe/dp/B081D9XMCY/ref=sr_1_54?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-54","3,645"
"Dr.Trainer Bark Collar, Fast Charge Anti Barking Collar with Customize Sound/Vibration/Shock, IP68 Waterproof Dog Shock Collar with Barking Records & Progressive Mode & APP/Watch Control (B1sPro)","https://www.amazon.com/Dr-Trainer-Customize-Vibration-Waterproof-Progressive/dp/B08LYPSCQM/ref=sr_1_55?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-55","107"
"SportDOG Brand SportHunter 1/2 Mile Remote Trainer - New X-Series - Waterproof, Rechargeable Dog Training E-Collar with Static, Vibrate, and Tone - 3 Dog Expandability","https://www.amazon.com/SportDOG-Brand-SportHunter-Remote-Trainer/dp/B07DYXVTQL/ref=sr_1_56?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-56","829"
"PetFon Pet GPS Tracker, No Monthly Fee, Real-Time Tracking Collar Device, APP Control For Dogs And Pets Activity Monitor(Only For Dog)","https://www.amazon.com/PETFON-Tracker-Real-Time-Tracking-Activity/dp/B083YX5Y7M/ref=sr_1_57?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-57","312"
"E-Collar Educator ET-800 / ET-802-1 Mile Rechargeable Remote Waterproof Trainer - 1/2 Dogs - Static, Vibration and Sound Stimulation Collar with PetsTEK Dog Training Clicker","https://www.amazon.com/Bundle-Items-Collar-802-1-Rechargeable/dp/B06Y4TNG2X/ref=sr_1_58?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-58","10"
"Dog Training Collar with Remote – LED Night Light, Removable Shock, Vibration, Anti Bark, Beep Mode - Hunting Standard ¾ Mile Long Range Waterproof Electric E Collar, Trains 3 Dogs if Extra Collars Purchased, Big, Large, Medium, Small Dogs Over 15lbs","https://www.amazon.com/Pet-Resolve-Training-Collar-Remote/dp/B01BU47P52/ref=sr_1_59?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-59","1,144"
"Carinx bark Collar for Small, Medium, and Large Dog-Rechargeable No Shock Anti-Barking Automatic Smart Detection Vibrating Control Device Used for Training Dogs","https://www.amazon.com/Original-Dog-Bark-Collar-Detection/dp/B08DL96KHB/ref=sr_1_60?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-60","940"
"PetSafe Electronic SmartDoor - Collar Activated Dog and Cat Door - Small to Large Pets","https://www.amazon.com/PetSafe-Electronic-SmartKey-SmartDoor/dp/B000WJ0IGU/ref=sr_1_61_mod_primary_new?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=smart+collar%2Caps%2C204&sr=8-61","1,393"
"Dog Gone Smart Rechargeable LED Light Up Comet Dog Collar","https://www.amazon.com/Dog-Gone-Smart-Rechargeable-Collar/dp/B086BTP3DT/ref=sr_1_62?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-62","5"
"Garmin Delta Upland XC dog device only","https://www.amazon.com/Garmin-Delta-Upland-device-only/dp/B00V8ND730/ref=sr_1_63?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-63","11"
"Seth Pet - Smart Bark Collar - No Shock Correction - Waterproof - Sound and Vibration - Dual Training Modes - Anti-False Triggering - for Small and Medium Dogs","https://www.amazon.com/Seth-Pet-Correction-Waterproof-Anti-False/dp/B084MM5WZP/ref=sr_1_64?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-64","14"
"iTecFreely Dog Training Collar with Remote, Electronic Dog Shock Collar with 3 Mode Beep,Vibration,Shock, 3300Ft Range,E Dog Bark Collar Waterproof Rechargeable with Light for Large Medium Small Dogs","https://www.amazon.com/iTecFreely-Waterproof-Collars-Training-Rechargeable/dp/B09JLRB5QZ/ref=sr_1_65?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-65","539"
"SAMSUNG SmartThings Smart Home Hub 2nd Generation","https://www.amazon.com/Samsung-SmartThings-Smart-Home-Gen/dp/B010NZV0GE/ref=sr_1_66?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-66","3,123"
"PetSafe Elite Little and Big Dog Remote Trainers, for Small, Medium and Large Dogs, Tone and Static, Waterproof and Rechargeable–Includes Electronic Training Collar, Remote Control, Charger,and Guide","https://www.amazon.com/PetSafe-Trainer-Stimulation-Waterproof-Electronic/dp/B007MME0ZK/ref=sr_1_67?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-67","1,744"
"PetSpy M686 Premium Dog Training Shock Collar for Dogs with Vibration, Shock and Beep, Rechargeable and Waterproof E-Collar Remote Trainer","https://www.amazon.com/PetSpy-Training-Vibration-Rechargeable-Waterproof/dp/B01N1T9MD2/ref=sr_1_68?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-68","2,932"
"Bark Collar Dog Bark Collar Rechargeable Shock Anti Bark Collar with Beep Vibration Dog Shock Collar for Small Medium Large Dogs, Humane Dog Training Device with 5 Adjustable Sensitivity Levels","https://www.amazon.com/Rechargeable-Vibration-Training-Adjustable-Sensitivity/dp/B08SJJP68Y/ref=sr_1_69?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-69","1,028"
